5432/7/5,1
134109-51-6,1
5610-64-0,1
1344-73-6,1
560121-52-0,1
55818-86-5,1
55963-06-9,1
56-36-0,1
13473-90-0,1
13472-45-2,1
135186-78-6,1
1322-98-1,1
56996-66-8,1
540-72-7,1
1327-31-7,1
1957/12/5,1
1957/10/3,1
1954/11/5,1
1957/6/7,1
56996-99-7,1
1330-43-4,1
56996-94-2,1
5407/4/5,1
56996-91-9,1
1332-65-6,1
133220-30-1,1
540-59-0,1
1334-77-6,1
56996-89-5,1
56996-88-4,1
56996-80-6,1
56996-78-2,1
56996-90-8,1
66419-38-3,1
1302-78-9,1
138757-72-9,1
140163-89-9,1
140-93-2,1
633-96-5,1
63231-50-5,1
63148-62-9,1
1963/5/8,1
124-40-3,1
140-90-9,1
63653-52-1,1
140-89-6,1
53239-78-4,1
62010-28-0,1
5329/12/4,1
61791-64-8,1
61791-63-7,1
125401-92-5,1
61791-26-2,1
61791-10-4,1
624-92-0,1
61789-71-7,1
63798-36-7,1
638-18-1,1
51092-74-1,1
14150-71-1,1
66113-72-2,1
66-76-2,1
51158-18-0,1
658066-35-4,1
6575/9/3,1
65431-33-6,1
14088-71-2,1
65337-13-5,1
64742.89-8,1
64742-47-8,1
51158-19-1,1
64365-06-6,1
1964/2/8,1
639826-16-7,1
513-81-5,1
52038-48-9,1
6491/2/7,1
138757-71-8,1
61789-28-4,1
53404-34-5,1
127289-72-9,1
12738-46-4,1
60617-06-3,1
12772-06-4,1
12774-30-0,1
53762-97-3,1
12797-87-4,1
138790-63-3,1
127289-71-8,1
138789-86-3,1
138789-53-4,1
598-16-3,1
138757-75-2,1
592-85-8,1
592-46-1,1
138757-73-0,1
591-89-9,1
1300-21-6,1
1960/9/3,1
61789-18-2,1
127289-58-1,1
127277-53-6,1
126-98-7,1
12616-36-3,1
12642-13-6,1
12642-23-8,1
53516-75-9,1
139968-49-3,1
139920-32-4,1
126801-58-9,1
127289-42-3,1
1399-80-0,1
6120/10/1,1
2164/8/1,1
127-18-4,1
61180-48-1,1
53516-76-0,1
53572-61-5,1
13943-58-3,1
53762-96-2,1
12698-87-2,1
7439-98-7,1
7440-43-9,1
7440-22-4,1
178928-70-6,1
89-59-8,1
103404-76-8,1
89-40-7,1
1989/4/3,1
88859-94-3,1
88613-26-7,1
287958-91-2,1
287958-94-5,1
287962-26-9,1
287967-89-9,1
1988/9/5,1
1988/6/2,1
177406-68-7,1
1988/5/1,1
177256-69-8,1
87820-88-0,1
89-61-2,1
178961-20-1,1
17904-27-7,1
1990/2/8,1
187166-40-1,1
187166-15-0,1
18618-55-8,1
27636-75-5,1
2767-54-6,1
2768/2/7,1
27731-62-0,1
183675-82-3,1
874967-67-6,1
907204-31-3,1
9000-30-0,1
900-95-8,1
27983-69-3,1
181587-01-9,1
181314-95-4,1
181314-88-5,1
1990/5/1,1
180409-60-3,1
9007-39-0,1
177256-67-6,1
87392-12-9,1
104040-79-1,1
173662-97-0,1
298-07-7,1
10584-98-2,1
10588-01-9,1
172521-84-5,1
84352-75-0,1
172521-73-2,1
172521-71-0,1
1985/1/8,1
172521-70-9,1
172521-59-4,1
172521-58-3,1
106-47-9,1
172521-57-2,1
172521-52-7,1
172521-44-7,1
172521-43-6,1
7440-02-0,1
172521-64-1,1
265647-11-8,1
17439-94-0,1
858956-08-8,1
104098-49-8,1
176969-34-9,1
87-68-3,1
1762-95-4,1
176022-82-5,1
868680-84-6,1
287967-90-2,1
287967-92-4,1
858954-83-3,1
865363-39-9,1
105-06-6,1
865318-97-4,1
287967-98-0,1
86091-22-7,1
290332-10-4,1
86-40-8,1
86-30-6,1
85977-73-7,1
287967-96-8,1
172521-36-7,1
911499-62-2,1
91745-52-7,1
96182-53-5,1
961-11-5,1
213464-77-8,1
1996/12/8,1
212201-70-2,1
100092-74-8,1
1996/9/3,1
1996/5/9,1
958647-10-4,1
95751-97-6,1
2117/11/5,1
2207/1/4,1
95686-19-4,1
95328-23-7,1
95312-94-0,1
210631-68-8,1
953030-84-7,1
96638-72-1,1
1997/2/9,1
214710-34-6,1
2155-70-6,1
99485-76-4,1
99257-43-9,1
99129-21-2,1
1999/9/2,1
1999/8/1,1
1999/4/7,1
1999/3/6,1
98-83-9,1
221205-90-9,1
100-41-4,1
98-81-7,1
1998/8/8,1
1998/7/7,1
100-47-0,1
1998/5/5,1
1998/4/4,1
1998/1/1,1
97553-90-7,1
100-42-5,1
95266-40-3,1
20762-60-1,1
950782-86-2,1
24980-59-4,1
25155-30-0,1
25323-89-1,1
25550-58-7,1
25567-55-9,1
256412-89-2,1
2597/3/7,1
926914-55-8,1
248593-16-0,1
26248-24-8,1
1918/2/3,1
920-37-6,1
1918/2/2,1
1918/2/1,1
101836-92-4,1
2626-83-7,1
1992/6/8,1
1992/4/6,1
26259-45-0,1
2631-40-5,1
1965/9/9,1
245367-77-5,1
2232/8/8,1
224049-04-1,1
2274-99-9,1
23060-14-2,1
1995/8/9,1
1995/6/7,1
1995/1/2,1
946578-00-3,1
2475-46-9,1
203313-25-1,1
239110-15-7,1
1994/11/1,1
201305-50-2,1
2425/6/1,1
2439/1/2,1
2439/10/3,1
1994/9/7,1
1983/10/4,1
2028-63-9,1
172521-30-1,1
172521-37-8,1
8075-74-9,1
7705/7/9,1
7704-34-9,1
77-58-7,1
3351/5/1,1
1977/6/5,1
7699-43-6,1
335104-84-2,1
161026-34-2,1
7673/9/8,1
337458-27-2,1
7664-41-7,1
76560-69-5,1
764-42-1,1
11071-15-1,1
110956-75-7,1
160-02-1,1
158474-72-7,1
7722-64-7,1
3347-22-6,1
33360-84-8,1
7723-14-0,1
172521-26-5,1
1686-59-5,1
31512-74-0,1
109293-98-3,1
317815-83-1,1
32289-58-0,1
7778-50-9,1
3252-43-5,1
158353-15-2,1
1656-48-0,1
333-20-0,1
7775/11/3,1
7775/9/9,1
7773/1/5,1
7758-99-9,1
7758-99-7,1
163269-30-5,1
162650-77-3,1
163515-14-8,1
15773-35-0,1
348635-87-0,1
156410-04-7,1
74665-84-2,1
7446/8/4,1
7440-66-6,1
11100-04-2,1
11100-14-4,1
11104-28-2,1
1111-67-7,1
7440-62-2,1
3547/4/4,1
11118-72-2,1
7440-61-1,1
7440-50-8,1
7440-47-3,1
11138-66-2,1
7440-39-3,1
11141-16-5,1
7440-38-2,1
7440-28-0,1
1112-38-5,1
7782-50-5,1
154592-20-8,1
1975/1/4,1
1976/6/2,1
1976/3/9,1
1976/1/7,1
75603-06-4,1
75602-99-2,1
7558-80-7,1
7553-56-2,1
75139-62-7,1
74665-86-4,1
75139-61-6,1
75-26-3,1
75-18-3,1
75-15-0,1
156-59-2,1
1975/12/7,1
1975/9/2,1
1975/8/1,1
1975/5/8,1
75-35-4,1
1686-64-2,1
7782-49-2,1
312600-89-8,1
8003-34-7,1
8003-19-8,1
8002/9/3,1
8002/5/9,1
8001-58-9,1
8001-54-5,1
172520-99-9,1
172520-93-3,1
8003-42-7,1
8000-29-1,1
172520-92-2,1
1980/6/8,1
1980/5/7,1
1980/4/6,1
799247-52-2,1
79617-96-2,1
108-20-3,1
7783/6/4,1
1980/9/1,1
8004/5/5,1
8007-18-9,1
8007-45-2,1
8066/11/3,1
8051/2/3,1
8050-84-8,1
8046-53-5,1
8037-19-2,1
8030-78-2,1
8030-30-6,1
8029-29-6,1
1067-33-0,1
1067-52-3,1
172521-20-9,1
80209-54-7,1
8018/1/7,1
8012-95-1,1
8012-69-9,1
8011-76-5,1
107-12-0,1
107-13-1,1
8007-46-3,1
108-38-3,1
108-39-4,1
108-31-6,1
172520-89-7,1
78-79-5,1
108-98-5,1
171249-05-1,1
108168-76-9,1
108731-70-0,1
1978/4/6,1
7791/7/3,1
7791/3/9,1
172520-90-0,1
308079-26-7,1
16893-85-9,1
31127-54-5,1
7789-12-0,1
7789/2/8,1
7789-00-6,1
7787-56-6,1
109-75-1,1
109-77-3,1
16919-19-0,1
78-97-7,1
13466-06-3,1
78-99-9,1
172520-86-4,1
108-57-6,1
171249-10-8,1
172520-83-1,1
172520-87-5,1
1979/11/8,1
108-60-1,1
172520-88-6,1
1979/9/4,1
172306-85-3,1
1979/6/1,1
1979/1/6,1
78565-30-7,1
108-88-3,1
1979/10/7,1
13701-59-2,2
13472-30-5,2
13840-33-0,2
13721-39-6,2
14124-68-6,2
144-21-8,2
52623-84-4,2
13939-25-8,2
13718-26-8,2
15541-45-4,2
2163-80-6,2
13464-37-4,2
10431-47-7,2
1313-27-5,2
1303-96-4,2
1303-28-2,2
1302-42-7,2
7803-55-6,2
7790-98-9,2
7790-93-4,2
7790-59-2,2
7784-46-5,2
7783-00-8,2
12680-48-7,2
7778-74-7,2
7778-54-3,2
1314-62-1,2
7778-44-1,2
7778-39-4,2
7775-19-1,2
7758-19-2,2
7738-94-5,2
7722-88-5,2
7681-55-2,2
7681-52-9,2
7631-95-0,2
7631-89-2,2
13464-38-5,2
7601-90-3,2
7601-89-0,2
65996-94-3,2
7601-54-9,2
7778-43-0,2
10326-21-3,2
7779-90-0,2
10049-04-4,2
10102-18-8,2
1333-82-0,2
13463-67-7,2
10028-15-6,2
10034-81-8,2
10042-91-8,2
1333-73-9,2
10043-35-3,2
13410-01-0,2
33956-49-9,3
110-66-7,3
111-88-6,3
3452-97-9,3
111-14-8,3
52627-73-3,3
111-27-3,3
111-70-6,3
111-87-5,3
334-48-5,3
142-62-1,3
2216-51-5,3
123-96-6,3
124-07-2,3
112-30-1,3
4798-44-1,3
4117-14-0,3
149-31-5,3
143-28-2,3
71-23-8,3
71-36-3,3
497-37-0,3
71-41-0,3
143-10-2,3
143-08-8,3
143-07-7,3
7383-19-9,3
1120-16-7,3
112-85-6,3
112-80-1,3
112-70-9,3
505-32-8,3
112-53-8,3
112-42-5,3
626-93-7,3
112-05-0,3
68603-15-6,3
108-93-0,3
818-72-4,3
81741-28-8,3
94-96-2,3
78-27-3,3
109-52-4,3
19549-98-5,3
928-97-2,3
928-96-1,3
1338-24-5,3
924-41-4,3
109-79-5,3
104-76-7,3
5829-48-1,3
25339-17-7,3
2362-61-0,3
20056-92-2,3
544-63-8,3
120-80-9,4
120-32-1,4
1745-81-9,4
1198-55-6,4
1825-21-4,4
90-43-7,4
104653-34-1,4
88-04-0,4
1761-61-1,4
70-30-4,4
7005-72-3,4
10187-52-7,4
106-41-2,4
118-79-6,4
87-86-5,4
1163-19-5,4
87-65-0,4
330-93-8,4
25167-83-3,4
95-57-8,4
95-77-2,4
3278-89-5,4
32536-52-0,4
1891-95-8,4
95-95-4,4
101-55-3,4
3380-34-5,4
7778-73-6,4
120-83-2,4
935-95-5,4
933-78-8,4
3428-24-8,4
2138-22-9,4
1570-65-6,4
97-23-4,4
1570-64-5,4
1689-83-4,4
1689-84-5,4
933-75-5,4
108-43-0,4
106-48-9,4
90-59-5,4
15950-66-0,4
635-93-8,4
609-19-8,4
51892-26-3,4
609-23-4,4
132-27-4,4
608-71-9,4
615-58-7,4
591-35-5,4
59-50-7,4
61788-44-1,4
136-32-3,4
131-52-2,4
583-78-8,4
58-90-2,4
576-24-9,4
4901-51-3,4
2536-31-4,5
68359-37-5,5
52645-53-1,5
2539-26-6,5
2539-17-5,5
52918-63-5,5
76703-62-3,5
93-72-1,5
52315-07-8,5
101007-06-1,5
1929-86-8,5
63935-38-6,5
2460-49-3,5
51630-58-1,5
1982-69-0,5
51338-27-3,5
56425-91-3,5
66230-04-4,5
510-15-6,5
54-21-7,5
93-65-2,5
57057-83-7,5
61966-36-7,5
131-57-7,5
104786-87-0,5
2818-16-8,5
2973-76-4,5
5746-17-8,5
102851-06-9,5
84-62-8,5
82657-04-3,5
2675-77-6,5
80844-07-1,5
16484-77-8,5
91465-08-6,5
79124-76-8,5
79-95-8,5
79-94-7,5
1918-00-9,5
26002-80-2,5
13909-73-4,5
613-45-6,5
66423-09-4,5
93-15-2,5
53404-22-1,5
79538-32-2,5
66841-25-6,5
882-09-7,5
69-72-7,5
148-53-8,5
220899-03-6,5
121-32-4,5
39515-41-8,5
2150-47-2,5
70124-77-5,5
15165-67-0,5
39515-40-7,5
555-89-5,5
68085-85-8,5
37721-71-4,5
120-36-5,5
72-43-5,5
97-53-0,5
2300-66-5,5
118-55-8,5
118-61-6,5
67375-30-8,5
101-10-0,5
121-33-5,5
1204-21-3,5
10007-85-9,5
69770-23-6,5
708-76-9,5
4460-86-0,5
552-41-0,5
240494-70-6,5
2100-42-7,5
69409-94-5,5
26471-62-5,6
957-51-7,6
2008-58-4,6
60-35-5,6
1918-16-7,6
3060-89-7,6
132-66-1,6
483-63-6,6
79-39-0,6
101463-69-8,6
56-95-1,6
135-57-9,6
2164-17-2,6
104030-54-8,6
103055-07-8,6
584-84-9,6
685-91-6,6
868-63-3,6
103-84-4,6
86479-06-3,6
42609-52-9,6
1746-81-2,6
8027-85-8,6
68157-60-8,6
105726-67-8,6
298-46-4,6
84496-56-0,6
2797-51-5,6
27541-88-4,6
683-72-7,6
10222-01-2,6
5903-13-9,6
188425-85-6,6
26644-46-2,6
10543-57-4,6
607-00-1,6
132-67-2,6
126833-17-8,6
15972-60-8,6
23184-66-9,6
112226-61-6,6
1982-49-6,6
55-21-0,6
34256-82-1,6
5124-30-1,6
158062-67-0,6
51218-49-6,6
51218-45-2,6
66063-05-6,6
2447-79-2,6
19937-59-8,6
156052-68-5,6
134-62-3,6
101-42-8,6
15545-48-9,6
74712-19-9,6
121451-02-3,6
35367-38-5,6
23950-58-5,6
101-20-2,6
101-21-3,6
113136-77-9,6
88-68-6,6
1982-47-4,6
33878-50-1,6
140-41-0,6
56108-12-4,6
330-54-1,6
330-55-2,6
150-68-5,6
140-38-5,6
20856-57-9,6
22212-55-1,6
38727-55-8,6
110-26-9,6
116714-46-6,6
22726-00-7,6
93-68-5,6
709-98-8,6
71862-02-7,6
31502-57-5,6
13360-45-7,6
37764-25-3,6
1014-70-6,7
89269-64-7,7
1014-69-3,7
21725-46-2,7
22936-86-3,7
101-05-3,7
1912-24-9,7
135410-20-7,7
91-76-9,7
22936-75-0,7
5600-21-5,7
21689-84-9,7
28159-98-0,7
834-12-8,7
33693-04-8,7
525-79-1,7
139-40-2,7
638-16-4,7
1610-18-0,7
886-50-0,7
108-78-1,7
1072-97-5,7
5915-41-3,7
66215-27-8,7
53112-28-0,7
121552-61-2,7
1214-39-7,7
738-70-5,7
7287-19-6,7
841-06-5,7
122-34-9,7
67485-29-4,7
4147-51-7,7
17584-12-2,7
72-20-8,8
57-74-9,8
28680-45-7,8
77-47-4,8
309-00-2,8
12789-03-6,8
60-57-1,8
13366-73-9,8
3389-71-7,8
8001-35-2,8
5202-36-8,8
143-50-0,8
8001-50-1,8
76-44-8,8
5103-74-2,8
5103-71-9,8
13560-89-9,8
27304-13-8,8
2385-85-5,8
1024-57-3,8
2227-17-0,8
53-70-3,9
72-48-0,9
206-44-0,9
120-12-7,9
481-39-0,9
121-46-0,9
218-01-9,9
2222-33-5,9
117-80-6,9
700-58-3,9
205-82-3,9
1989-32-8,9
50-32-8,9
193-39-5,9
886-65-7,9
3691-35-8,9
575-41-7,9
91-20-3,9
25545-89-5,9
91-57-6,9
91-64-5,9
281-23-2,9
90-47-1,9
84-65-1,9
275-51-4,9
83-32-9,9
29253-36-9,9
90-13-1,9
86-73-7,9
86-87-3,9
90-12-0,9
82-66-6,9
58-27-5,9
61-31-4,9
129-00-0,9
573-98-8,9
581-42-0,9
92-70-6,9
582-16-1,9
6948-86-3,10
68424-85-1,10
683-10-3,10
22340-01-8,10
68814-95-9,10
56-37-1,10
5538-94-3,10
96-80-0,10
2224-44-4,10
6753-47-5,10
67564-91-4,10
4080-31-3,10
2867-47-2,10
22473-78-5,10
70592-80-2,10
22104-62-7,10
68959-20-6,10
6921-29-5,10
280-57-9,10
622-40-2,10
7173-51-5,10
6266-23-5,10
63449-41-2,10
31895-22-4,10
7779-27-3,10
57-09-0,10
3030-47-5,10
60-00-4,10
93-83-4,10
54391-51-4,10
91-88-3,10
5137-55-3,10
761-65-9,10
6458-13-5,10
85-00-7,10
3478-94-2,10
2439-35-2,10
82027-59-6,10
91-66-7,10
91-65-6,10
24307-26-4,10
35832-11-2,10
67-48-1,10
5064-31-3,10
2759-28-6,10
2764-72-9,10
5625-90-1,10
7250-67-1,10
5902-97-6,10
81-88-9,10
55-86-7,10
999-81-5,10
120-21-8,10
102-81-8,10
1420-06-0,10
102-71-6,10
107-64-2,10
102-69-2,10
123-03-5,10
12264-18-5,10
100-37-8,10
100-97-0,10
17754-90-4,10
150-39-0,10
121-54-0,10
1116-76-3,10
120-07-0,10
121-44-8,10
10042-84-9,10
120-94-5,10
109-01-3,10
14025-15-1,10
100-74-3,10
19902-04-6,10
118134-30-8,10
103-83-3,10
1643-20-5,10
139-13-9,10
105-16-8,10
15708-41-5,10
103-76-4,10
112-02-7,10
111-18-2,10
20824-56-0,10
16485-47-5,10
140-01-2,10
140-72-7,10
105-14-6,10
23149-52-2,11
134-31-6,11
5329-14-6,11
886-86-2,11
76930-58-0,11
55566-30-8,11
4189-44-0,11
7664-93-9,11
60-13-9,11
70225-14-8,11
150-75-4,11
7773-06-0,11
21351-39-3,11
7783-20-2,11
95-49-8,12
634-90-2,12
53469-21-9,12
95-75-0,12
32598-13-3,12
634-66-2,12
348-61-8,12
95-50-1,12
108-90-7,12
95-52-3,12
108-86-1,12
11097-69-1,12
541-73-1,12
89-98-5,12
118-74-1,12
118-69-4,12
11096-82-5,12
1953-99-7,12
13608-87-2,12
624-38-4,12
19398-61-9,12
1897-45-6,12
120-82-1,12
35065-27-1,12
1194-65-6,12
387-45-1,12
11126-42-4,12
106-46-7,12
11120-29-9,12
92-52-4,12
3808-87-5,12
37680-73-2,12
37680-65-2,12
3695-93-0,12
95-94-3,12
81-19-6,12
72-54-8,12
50-29-3,12
35693-99-3,12
653-37-2,12
319-84-6,12
2698-41-1,12
319-85-7,12
108-70-3,12
319-86-8,12
91-15-6,12
91-14-5,12
29082-74-4,12
446-52-6,12
789-02-6,12
12672-29-6,12
611-19-8,12
13209-15-9,12
106-43-4,12
2051-62-9,12
874-42-0,12
2051-61-8,12
2234-16-4,12
615-54-3,12
2051-60-7,12
1321-74-0,12
61788-33-8,12
2437-79-8,12
87-82-1,12
87-83-2,12
873-32-5,12
2234-13-1,12
12674-11-2,12
106-37-6,12
608-73-1,12
583-53-9,12
58-89-9,12
85-22-3,12
87-61-6,12
84-15-1,12
608-93-5,12
98-87-3,12
67-64-1,13
4170-30-3,13
504-20-1,13
104-55-2,13
123-39-7,13
75-36-5,13
98-88-4,13
50-00-0,13
98-86-2,13
107-02-8,13
104-88-1,13
643-79-8,13
529-20-4,13
75-07-0,13
100-52-7,13
75-97-8,13
122-03-2,13
106-51-4,13
122-57-6,13
141-79-7,13
506-96-7,13
119-61-9,13
30525-89-4,13
107-22-2,13
20766-36-3,13
937-20-2,13
563-80-4,13
3085-42-5,14
31093-47-7,14
2312-35-8,14
28001-58-3,14
115-29-7,14
945-51-7,14
88-19-7,14
4151-50-2,14
577-11-7,14
80-33-1,14
116-29-0,14
80-51-3,14
657-84-1,14
13108-52-6,14
16090-02-1,14
33213-65-9,14
3567-25-7,14
3064-70-8,14
69723-94-0,14
17095-24-8,14
120116-88-3,14
121-03-9,14
4016-24-4,14
2302-17-2,14
121-57-3,14
741-58-2,14
1320-07-6,14
959-98-8,14
66840-71-9,14
104206-82-8,14
42615-29-2,14
1787-61-7,14
3844-45-9,14
43222-48-6,14
4403-90-1,14
731-27-1,14
28348-61-0,14
30388-01-3,14
2870-32-8,14
67487-87-0,14
3337-71-1,14
882-33-7,14
63-74-1,14
1031-07-8,14
9014-90-8,14
5259-88-1,14
11067-82-6,14
6148-75-0,14
13390-47-1,14
103-19-5,14
53780-36-2,14
126-33-0,14
140-56-7,14
2650-18-2,14
19044-88-3,14
125306-83-4,14
124-63-0,14
11067-81-5,14
26225-79-6,14
88-44-8,14
621-08-9,14
98-59-9,14
65-30-5,14
55290-64-7,14
141112-29-0,14
13863-31-5,14
272451-65-7,14
27344-41-8,14
6416-68-8,14
6408-78-2,14
20018-09-1,14
83601-83-6,14
127-65-1,14
27176-87-0,14
94-81-5,15
94-80-4,15
37262-61-6,15
94-82-6,15
3084-62-6,15
3861-41-4,15
3766-27-6,15
94-74-6,15
3861-47-0,15
94-26-8,15
19398-13-1,15
5742-17-6,15
2545-59-7,15
94-75-7,15
5742-19-8,15
64700-56-7,15
69806-50-4,15
99607-70-2,15
105024-66-6,15
34274-04-9,15
2212-53-5,15
32534-95-5,15
55335-06-3,15
10463-14-6,15
136-25-4,15
32351-70-5,15
32341-80-3,15
105512-06-9,15
57754-85-5,15
19480-43-4,15
25168-15-4,15
25168-26-7,15
35860-86-7,15
57213-69-1,15
11096-42-7,15
55512-33-9,15
3653-48-3,15
1689-99-2,15
10443-70-6,15
3599-58-4,15
55256-32-1,15
637-07-0,15
60018-95-3,15
2039-46-5,15
1928-45-6,15
1928-43-4,15
1843-05-6,15
1917-97-1,15
2008-46-0,15
2702-72-9,15
1432-14-0,15
2646-78-8,15
61096-84-2,15
2317-24-0,15
28631-35-8,15
81406-37-3,15
26544-20-7,15
122008-85-9,15
56634-95-8,15
64470-88-8,15
140-57-8,15
6369-97-7,15
1928-47-8,15
2758-42-1,15
2008-39-1,15
29450-45-1,15
1320-18-9,15
1929-73-3,15
93-78-7,15
93-76-5,15
8015-35-8,15
6062-26-6,15
53404-31-2,15
53404-23-2,15
1928-58-1,15
128639-02-1,16
161326-34-7,16
81777-89-1,16
118-52-5,16
55219-65-3,16
34014-18-1,16
122453-73-0,16
119-38-0,16
129558-76-5,16
142459-58-3,16
55179-31-2,16
86598-92-7,16
83657-17-4,16
14255-88-0,16
85264-33-1,16
158237-07-1,16
16079-88-2,16
129909-90-6,16
125116-23-6,16
60-80-0,16
68694-11-1,16
39807-15-3,16
119168-77-3,16
119126-15-7,16
134098-61-6,16
120068-37-3,16
5377-20-8,16
120983-64-4,16
82692-44-2,16
89415-87-2,16
55861-78-4,16
153719-23-4,16
42509-83-1,16
36734-19-7,16
67747-09-5,16
125225-28-7,16
94361-06-5,16
43121-43-3,16
119446-68-3,16
4316-42-1,16
123572-88-3,16
88671-89-0,16
35554-44-0,16
443-48-1,16
60207-90-1,16
131983-72-7,16
138261-41-3,16
129630-19-9,16
76738-62-0,16
77458-01-6,16
20354-26-1,16
107534-96-3,16
27314-13-2,16
114369-43-6,16
77-48-5,16
116255-48-2,16
79983-71-4,16
950-37-8,16
25973-55-1,16
2593-15-9,16
76674-21-0,16
112143-82-5,16
112281-77-3,16
19666-30-9,16
210880-92-5,16
27512-72-7,16
111988-49-9,16
117337-19-6,16
175013-18-0,16
33125-97-2,16
28711-29-7,16
34128-01-3,17
141-05-9,17
117-84-0,17
141-28-6,17
117-81-7,17
117932-73-7,17
3648-21-3,17
3648-20-2,17
84-66-2,17
29598-76-3,17
105-53-3,17
84-69-5,17
26761-40-0,17
141-03-7,17
111-55-7,17
120-61-6,17
7299-99-2,17
103-23-1,17
84-61-7,17
13048-33-4,17
103-24-2,17
1962-75-0,17
67762-39-4,17
3319-31-1,17
105-99-7,17
623-91-6,17
136-45-8,17
5372-81-6,17
14064-10-9,17
141-97-9,17
3126-90-7,17
84-75-3,17
110-40-7,17
85-69-8,17
20679-58-7,17
4654-26-6,17
84-74-2,17
41451-28-9,17
87-91-2,17
85-68-7,17
3206-31-3,17
105-75-9,17
