CAS,化学物質名,期間種別,毒性種別,影響内容,毒性値,暴露時間（日）,信頼性ランク,生物種,栄養段階,生物分類,参照元,参照元ID,コメント,AISTコメント,生息区分,試験媒体,試験データ区分,毒性値タイプ,毒性値イオン,環境省初期評価信頼性標識,環境省農薬基準信頼性標識,クリミッシュコード,米国農薬基準信頼性標識
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.059,4,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,180098,"24.0MM, 98.0 MG WWGT, 17.2 MG DWGT",,水生,淡水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.065,4,,ニシン(Clupea pallasii),魚類,Fish,ECOTOX,26479,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.07,4,,アメリカナマズ(Ictalurus punctatus),魚類,Fish,ECOTOX,7162,6-10 CM,,水生,淡水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.071,4,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,26480,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.071,4,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,26481,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.073,4,,カレイの一種(Parophrys vetulus),魚類,Fish,ECOTOX,26482,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.08,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,85712,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.082,4,,イカナゴ属の一種(Ammodytes hexapterus),魚類,Fish,ECOTOX,26483,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.082,4,,イカナゴ属の一種(Ammodytes hexapterus),魚類,Fish,ECOTOX,26484,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.09,4,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,202449,"6.8-14.2 CM, 3.55-43.51 G",,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.1,1,,カレイの一種(Pleuronectes ferrugineus),魚類,Fish,ECOTOX,114939,,,水生,海水,,F,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.114,1,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,765224,"0.0008 TO 0.0014 G, WTINT, 1.2 TO/",,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.114,2,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,765223,"0.0008 TO 0.0014 G, WTINT, 1.2 TO/",,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.114,3,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,765222,"0.0008 TO 0.0014 G, WTINT, 1.2 TO/",,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.114,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,765221,"0.0008 TO 0.0014 G, WTINT, 1.2 TO/",,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.115,3,,コイ科の一種(Hybognathus amarus),魚類,Fish,ECOTOX,765690,"0.0054 TO 0.0056 G, WTINT, 6.4 TO/",,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.115,4,,コイ科の一種(Hybognathus amarus),魚類,Fish,ECOTOX,765689,"0.0054 TO 0.0056 G, WTINT, 6.4 TO/",,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.116,1,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126211,FERTILIZED,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.116,2,,トウゴロウイワシ科の一種(Leuresthes tenuis),魚類,Fish,ECOTOX,125376,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.118,1,,トウゴロウイワシ科の一種(Leuresthes tenuis),魚類,Fish,ECOTOX,125375,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.126,1,,コイ科の一種(Hybognathus amarus),魚類,Fish,ECOTOX,765692,"0.0054 TO 0.0056 G, WTINT, 6.4 TO/",,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.126,2,,コイ科の一種(Hybognathus amarus),魚類,Fish,ECOTOX,765691,"0.0054 TO 0.0056 G, WTINT, 6.4 TO/",,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.128,4,,トウゴロウイワシ科の一種(Menidia beryllina),魚類,Fish,ECOTOX,144043,,,水生,海水,,T,TROX,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.129,0.020833333,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,12774,102.0 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.13,0.041666667,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,12775,102.0 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.135,0.041666667,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,12771,103.0 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.139,1,,トウゴロウイワシ科の一種(Leuresthes tenuis),魚類,Fish,ECOTOX,125371,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.139,2,,トウゴロウイワシ科の一種(Leuresthes tenuis),魚類,Fish,ECOTOX,125372,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.14,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,85710,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.142,0.333333333,,トウゴロウイワシ科の一種(Leuresthes tenuis),魚類,Fish,ECOTOX,125370,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.143,4,,トウゴロウイワシ科の一種(Menidia beryllina),魚類,Fish,ECOTOX,180105,"10.6 MM 4.81 MG WET WT, /",,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.15,0.083333333,,トウゴロウイワシ科の一種(Leuresthes tenuis),魚類,Fish,ECOTOX,125369,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.157,0.333333333,,トウゴロウイワシ科の一種(Leuresthes tenuis),魚類,Fish,ECOTOX,125374,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.167,4,,イトヨ(Gasterosteus aculeatus),魚類,Fish,ECOTOX,26489,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.167,4,,イトヨ(Gasterosteus aculeatus),魚類,Fish,ECOTOX,26490,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.17,2,,ナガニベ属の一種(Cynoscion nebulosus),魚類,Fish,ECOTOX,9540,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.17,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,85705,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.179,0.010416667,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,12773,102.0 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.179,1,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126213,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.18,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,65688,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.183,2,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126217,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.191,0.083333333,,トウゴロウイワシ科の一種(Leuresthes tenuis),魚類,Fish,ECOTOX,125373,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.193,4,,トウゴロウイワシ科の一種(Menidia beryllina),魚類,Fish,ECOTOX,180107,"11.6 MM, 8.24 MG WET WT/",,水生,淡水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.2,1,,カレイの一種(Pleuronectes ferrugineus),魚類,Fish,ECOTOX,114938,,,水生,海水,,F,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.2,4,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,2103025,Juv,,水生,淡水,,NC,NC,,,,
7681-52-9,Sodium hypochlorite,急性,LC50,生存,0.2,4,1,ニジマス(Oncorhynchus mykiss),魚類,Fish,米国環境省の農薬生態毒性データ,8320,Juv,ガイドラインはFreshwater Fish Acute-warm and coldwater species with TGAI or TEP; ,水生,,,,,,,,C
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.208,0.041666667,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,12767,91.2 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.209,2,,トウゴロウイワシ科の一種(Leuresthes tenuis),魚類,Fish,ECOTOX,125368,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.21,2,,ナガニベ属の一種(Cynoscion nebulosus),魚類,Fish,ECOTOX,9538,FERTILIZED,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.21,2,,ナガニベ属の一種(Cynoscion nebulosus),魚類,Fish,ECOTOX,9539,FERTILIZED,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.212,4,,トウゴロウイワシ科の一種(Menidia beryllina),魚類,Fish,ECOTOX,144066,,,水生,海水,,T,TROX,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.212,4,,トウゴロウイワシ科の一種(Menidia beryllina),魚類,Fish,ECOTOX,144068,,,水生,海水,,T,TROX,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.214,0.333333333,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126208,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.219,2,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126218,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.22,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12758,56.0 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.223,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12749,49.0 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.227,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12762,52.9 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.227,4,,トウゴロウイワシ科の一種(Menidia beryllina),魚類,Fish,ECOTOX,144061,,,水生,海水,,T,TROX,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.23,0.020833333,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,12770,103.0 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.23,0.020833333,,コイ科の一種(Notropis atherinoides),魚類,Fish,ECOTOX,45744,56.9 MM,,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.23,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12763,52.9 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.23,0.333333333,,トウゴロウイワシ科の一種(Leuresthes tenuis),魚類,Fish,ECOTOX,125366,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.231,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12759,52.9 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.231,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12760,52.9 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.233,2,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126216,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.234,0.083333333,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126204,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.236,1,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126214,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.236,4,,トウゴロウイワシ科の一種(Menidia beryllina),魚類,Fish,ECOTOX,144063,,,水生,海水,,T,TROX,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.241,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12761,52.9 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.241,0.333333333,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126207,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.241,1,,トウゴロウイワシ科の一種(Leuresthes tenuis),魚類,Fish,ECOTOX,125367,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.248,1,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126212,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.25,1,,マスノスケ(Oncorhynchus tshawytscha),魚類,Fish,ECOTOX,30708,67.7 MM,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.25,1,,マスノスケ(Oncorhynchus tshawytscha),魚類,Fish,ECOTOX,30709,67.7 MM,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.251,0.083333333,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126203,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.255,0.083333333,,トウゴロウイワシ科の一種(Leuresthes tenuis),魚類,Fish,ECOTOX,125365,,,水生,海水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.27,0.005208333,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,12772,102.0 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.27,4,,コイ科の一種(Rhinichthys osculus),魚類,Fish,ECOTOX,2087329,DRY WT,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.276,0.333333333,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126209,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.28,0.020833333,,コイ科の一種(Notropis atherinoides),魚類,Fish,ECOTOX,45746,85.6 MM,,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.283,0.010416667,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,12769,103.0 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.283,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12743,65.3 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.285,0.020833333,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,12766,91.2 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.29,0.020833333,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,54048,"46.7 G, 180 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.29,4,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126220,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.296,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12744,65.3 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.3,0.020833333,,エールワイフ(Alosa pseudoharengus),魚類,Fish,ECOTOX,54053,"8.5 G, 101 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.302,0.020833333,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12748,49.0 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.304,4,,コイ科の一種(Notemigonus crysoleucas),魚類,Fish,ECOTOX,180099,"71.5 MM, 3180 MG WWGT, 890 MG DWGT",,水生,淡水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.307,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12754,61.9 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.308,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12741,65.3 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.308,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12745,65.3 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.312,0.083333333,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126205,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.316,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12742,65.3 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.322,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12753,61.9 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.33,0.020833333,,コイ科の一種(Notropis atherinoides),魚類,Fish,ECOTOX,45742,43.2 MM,,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.33,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12750,61.9 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.331,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12752,61.9 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.332,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12751,61.9 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.337,0.010416667,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,12765,91.2 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.339,0.041666667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12740,60.5 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.35,0.111333333,,コイ科の一種(Notropis atherinoides),魚類,Fish,ECOTOX,115662,"63 MM, 1.55 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.35,2,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,83284,"9.4 G, 10.1 CM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.35,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,85713,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.356,0.005208333,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,12768,103.0 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.36,0.111333333,,サッカー科の一種(Catostomus commersoni),魚類,Fish,ECOTOX,115688,"94 MM, 6.1 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.36,1,,タイセイヨウニシン(Clupea harengus),魚類,Fish,ECOTOX,69208,15 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.374,4,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,180102,"24.0MM, 98.0 MG WWGT, 17.2 MG DWGT",,水生,淡水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.38,0.005208333,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,12764,91.2 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.38,4,,シープスヘッドミノー(Cyprinodon variegatus),魚類,Fish,ECOTOX,2108466,0.09 g,,水生,海水,,NC,NC,,,,
7681-52-9,Sodium hypochlorite (BE-7 Antimicrobial),急性,LC50,生存,0.38,4,1,シープスヘッドミノー(Cyprinodon variegatus),魚類,Fish,米国環境省の農薬生態毒性データ,25031,0.09 g,"ガイドラインはEstuarine/ Marine Fish, Shellfish, Shrimp Acute using TGAI or TEP; ",水生,,,,,,,,C
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.39,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,31196,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.409,0.020833333,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12757,56.0 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.41,0.010416667,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12747,49.0 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.41,0.111333333,,コイ科の一種(Cyprinella spiloptera),魚類,Fish,ECOTOX,115668,"51 MM, 1.24 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.43,0.020833333,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,54094,"60.7 G, 172 MM",,水生,淡水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.43,1,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,83283,"9.4 G, 10.1 CM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.435,0.020833333,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12739,60.5 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.44,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,27638,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.44,4,,ブルーギル(Lepomis macrochirus),魚類,Fish,ECOTOX,85709,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.45,0.111333333,,コイ科の一種(Luxilus cornutus),魚類,Fish,ECOTOX,115665,"54 MM, 1.44 G",,水生,淡水,,T,Cl2,,,,
